Sample in Buffer,Sample in Window,TRIGGER,pcie/design_1_i/myip_0_slv_reg0[31:0],pcie/design_1_i/myip_0_slv_reg1[31:0],pcie/design_1_i/to_slv_reg2_0_1[31:0],pcie/design_1_i/to_slv_reg3_0_1[31:0]
64,64,0,00050005,00000001,00010001,00000050
65,65,0,00050005,00000001,00010001,00000050
66,66,0,00050005,00000001,00010001,00000050
67,67,0,00050005,00000001,00010001,00000050
68,68,0,00050005,00000001,00010001,00000050
69,69,0,00050005,00000001,00010001,00000050
70,70,0,00050005,00000001,00010001,00000050
71,71,0,00050005,00000001,00010001,00000050
72,72,0,00050005,00000001,00010001,00000050
73,73,0,00050005,00000001,00010001,00000050
74,74,0,00050005,00000001,00010001,00000050
75,75,0,00050005,00000001,00010001,00000050
76,76,0,00050005,00000001,00010001,00000050
77,77,0,00050005,00000001,00010001,00000050
78,78,0,00050005,00000001,00010001,00000050
79,79,0,00050005,00000001,00010001,00000050
80,80,0,00050005,00000001,00010001,00000050
81,81,0,00050005,00000001,00010001,00000050
82,82,0,00050005,00000001,00010001,00000050
83,83,0,00050005,00000001,00010001,00000050
84,84,0,00050005,00000001,00010001,00000050
85,85,0,00050005,00000001,00010001,00000050
86,86,0,00050005,00000001,00010001,00000050
87,87,0,00050005,00000001,00010001,00000050
88,88,0,00050005,00000001,00010001,00000050
89,89,0,00050005,00000001,00010001,00000050
90,90,0,00050005,00000001,00010001,00000050
91,91,0,00050005,00000001,00010001,00000050
92,92,0,00050005,00000001,00010001,00000050
93,93,0,00050005,00000001,00010001,00000050
94,94,0,00050005,00000001,00010001,00000050
95,95,0,00050005,00000001,00010001,00000050
96,96,0,00050005,00000001,00010001,00000050
97,97,0,00050005,00000001,00010001,00000050
98,98,0,00050005,00000001,00010001,00000050
99,99,0,00050005,00000001,00010001,00000050
100,100,0,00050005,00000001,00010001,00000050
101,101,0,00050005,00000001,00010001,00000050
102,102,0,00050005,00000001,00010001,00000050
103,103,0,00050005,00000001,00010001,00000050
104,104,0,00050005,00000001,00010001,00000050
105,105,0,00050005,00000001,00010001,00000050
106,106,0,00050005,00000001,00010001,00000050
107,107,0,00050005,00000001,00010001,00000050
108,108,0,00050005,00000001,00010001,00000050
109,109,0,00050005,00000001,00010001,00000050
110,110,0,00050005,00000001,00010001,00000050
111,111,0,00050005,00000001,00010001,00000050
112,112,0,00050005,00000001,00010001,00000050
113,113,0,00050005,00000001,00010001,00000050
114,114,0,00050005,00000001,00010001,00000050
115,115,0,00050005,00000001,00010001,00000050
116,116,0,00050005,00000001,00010001,00000050
117,117,0,00050005,00000001,00010001,00000050
118,118,0,00050005,00000001,00010001,00000050
119,119,0,00050005,00000001,00010001,00000050
120,120,0,00050005,00000001,00010001,00000050
121,121,0,00050005,00000001,00010001,00000050
122,122,0,00050005,00000001,00010001,00000050
123,123,0,00050005,00000001,00010001,00000050
124,124,0,00050005,00000001,00010001,00000050
125,125,0,00050005,00000001,00010001,00000050
126,126,0,00050005,00000001,00010001,00000050
127,127,0,00050005,00000001,00010001,00000050
128,128,0,00050005,00000001,00010001,00000050
129,129,0,00050005,00000001,00010001,00000050
130,130,0,00050005,00000001,00010001,00000050
131,131,0,00050005,00000001,00010001,00000050
132,132,0,00050005,00000001,00010001,00000050
133,133,0,00050005,00000001,00010001,00000050
134,134,0,00050005,00000001,00010001,00000050
135,135,0,00050005,00000001,00010001,00000050
136,136,0,00050005,00000001,00010001,00000050
137,137,0,00050005,00000001,00010001,00000050
138,138,0,00050005,00000001,00010001,00000050
139,139,0,00050005,00000001,00010001,00000050
140,140,0,00050005,00000001,00010001,00000050
141,141,0,00050005,00000001,00010001,00000050
142,142,0,00050005,00000001,00010001,00000050
143,143,0,00050005,00000001,00010001,00000050
144,144,0,00050005,00000001,00010001,00000050
145,145,0,00050005,00000001,00010001,00000050
146,146,0,00050005,00000001,00010001,00000050
147,147,0,00050005,00000001,00010001,00000050
148,148,0,00050005,00000001,00010001,00000050
149,149,0,00050005,00000001,00010001,00000050
150,150,0,00050005,00000001,00010001,00000050
151,151,0,00050005,00000001,00010001,00000050
152,152,0,00050005,00000001,00010001,00000050
153,153,0,00050005,00000001,00010001,00000050
154,154,0,00050005,00000001,00010001,00000050
155,155,0,00050005,00000001,00010001,00000050
156,156,0,00050005,00000001,00010001,00000050
157,157,0,00050005,00000001,00010001,00000050
158,158,0,00050005,00000001,00010001,00000050
159,159,0,00050005,00000001,00010001,00000050
160,160,0,00050005,00000001,00010001,00000050
161,161,0,00050005,00000001,00010001,00000050
162,162,0,00050005,00000001,00010001,00000050
163,163,0,00050005,00000001,00010001,00000050
164,164,0,00050005,00000001,00010001,00000050
165,165,0,00050005,00000001,00010001,00000050
166,166,0,00050005,00000001,00010001,00000050
167,167,0,00050005,00000001,00010001,00000050
168,168,0,00050005,00000001,00010001,00000050
169,169,0,00050005,00000001,00010001,00000050
170,170,0,00050005,00000001,00010001,00000050
171,171,0,00050005,00000001,00010001,00000050
172,172,0,00050005,00000001,00010001,00000050
173,173,0,00050005,00000001,00010001,00000050
174,174,0,00050005,00000001,00010001,00000050
175,175,0,00050005,00000001,00010001,00000050
176,176,0,00050005,00000001,00010001,00000050
177,177,0,00050005,00000001,00010001,00000050
178,178,0,00050005,00000001,00010001,00000050
179,179,0,00050005,00000001,00010001,00000050
180,180,0,00050005,00000001,00010001,00000050
181,181,0,00050005,00000001,00010001,00000050
182,182,0,00050005,00000001,00010001,00000050
183,183,0,00050005,00000001,00010001,00000050
184,184,0,00050005,00000001,00010001,00000050
185,185,0,00050005,00000001,00010001,00000050
186,186,0,00050005,00000001,00010001,00000050
187,187,0,00050005,00000001,00010001,00000050
188,188,0,00050005,00000001,00010001,00000050
189,189,0,00050005,00000001,00010001,00000050
190,190,0,00050005,00000001,00010001,00000050
191,191,0,00050005,00000001,00010001,00000050
192,192,0,00050005,00000001,00010001,00000050
193,193,0,00050005,00000001,00010001,00000050
194,194,0,00050005,00000001,00010001,00000050
195,195,0,00050005,00000001,00010001,00000050
196,196,0,00050005,00000001,00010001,00000050
197,197,0,00050005,00000001,00010001,00000050
198,198,0,00050005,00000001,00010001,00000050
199,199,0,00050005,00000001,00010001,00000050
200,200,0,00050005,00000001,00010001,00000050
201,201,0,00050005,00000001,00010001,00000050
202,202,0,00050005,00000001,00010001,00000050
203,203,0,00050005,00000001,00010001,00000050
204,204,0,00050005,00000001,00010001,00000050
205,205,0,00050005,00000001,00010001,00000050
206,206,0,00050005,00000001,00010001,00000050
207,207,0,00050005,00000001,00010001,00000050
208,208,0,00050005,00000001,00010001,00000050
209,209,0,00050005,00000001,00010001,00000050
210,210,0,00050005,00000001,00010001,00000050
211,211,0,00050005,00000001,00010001,00000050
212,212,0,00050005,00000001,00010001,00000050
213,213,0,00050005,00000001,00010001,00000050
214,214,0,00050005,00000001,00010001,00000050
215,215,0,00050005,00000001,00010001,00000050
216,216,0,00050005,00000001,00010001,00000050
217,217,0,00050005,00000001,00010001,00000050
218,218,0,00050005,00000001,00010001,00000050
219,219,0,00050005,00000001,00010001,00000050
220,220,0,00050005,00000001,00010001,00000050
221,221,0,00050005,00000001,00010001,00000050
222,222,0,00050005,00000001,00010001,00000050
223,223,0,00050005,00000001,00010001,00000050
224,224,0,00050005,00000001,00010001,00000050
225,225,0,00050005,00000001,00010001,00000050
226,226,0,00050005,00000001,00010001,00000050
227,227,0,00050005,00000001,00010001,00000050
228,228,0,00050005,00000001,00010001,00000050
229,229,0,00050005,00000001,00010001,00000050
230,230,0,00050005,00000001,00010001,00000050
231,231,0,00050005,00000001,00010001,00000050
232,232,0,00050005,00000001,00010001,00000050
233,233,0,00050005,00000001,00010001,00000050
234,234,0,00050005,00000001,00010001,00000050
235,235,0,00050005,00000001,00010001,00000050
236,236,0,00050005,00000001,00010001,00000050
237,237,0,00050005,00000001,00010001,00000050
238,238,0,00050005,00000001,00010001,00000050
239,239,0,00050005,00000001,00010001,00000050
240,240,0,00050005,00000001,00010001,00000050
241,241,0,00050005,00000001,00010001,00000050
242,242,0,00050005,00000001,00010001,00000050
243,243,0,00050005,00000001,00010001,00000050
244,244,0,00050005,00000001,00010001,00000050
245,245,0,00050005,00000001,00010001,00000050
246,246,0,00050005,00000001,00010001,00000050
247,247,0,00050005,00000001,00010001,00000050
248,248,0,00050005,00000001,00010001,00000050
249,249,0,00050005,00000001,00010001,00000050
250,250,0,00050005,00000001,00010001,00000050
251,251,0,00050005,00000001,00010001,00000050
252,252,0,00050005,00000001,00010001,00000050
253,253,0,00050005,00000001,00010001,00000050
254,254,0,00050005,00000001,00010001,00000050
255,255,0,00050005,00000001,00010001,00000050
256,256,0,00050005,00000001,00010001,00000050
257,257,0,00050005,00000001,00010001,00000050
258,258,0,00050005,00000001,00010001,00000050
259,259,0,00050005,00000001,00010001,00000050
260,260,0,00050005,00000001,00010001,00000050
261,261,0,00050005,00000001,00010001,00000050
262,262,0,00050005,00000001,00010001,00000050
263,263,0,00050005,00000001,00010001,00000050
264,264,0,00050005,00000001,00010001,00000050
265,265,0,00050005,00000001,00010001,00000050
266,266,0,00050005,00000001,00010001,00000050
267,267,0,00050005,00000001,00010001,00000050
268,268,0,00050005,00000001,00010001,00000050
269,269,0,00050005,00000001,00010001,00000050
270,270,0,00050005,00000001,00010001,00000050
271,271,0,00050005,00000001,00010001,00000050
272,272,0,00050005,00000001,00010001,00000050
273,273,0,00050005,00000001,00010001,00000050
274,274,0,00050005,00000001,00010001,00000050
275,275,0,00050005,00000001,00010001,00000050
276,276,0,00050005,00000001,00010001,00000050
277,277,0,00050005,00000001,00010001,00000050
278,278,0,00050005,00000001,00010001,00000050
279,279,0,00050005,00000001,00010001,00000050
280,280,0,00050005,00000001,00010001,00000050
281,281,0,00050005,00000001,00010001,00000050
282,282,0,00050005,00000001,00010001,00000050
283,283,0,00050005,00000001,00010001,00000050
284,284,0,00050005,00000001,00010001,00000050
285,285,0,00050005,00000001,00010001,00000050
286,286,0,00050005,00000001,00010001,00000050
287,287,0,00050005,00000001,00010001,00000050
288,288,0,00050005,00000001,00010001,00000050
289,289,0,00050005,00000001,00010001,00000050
290,290,0,00050005,00000001,00010001,00000050
291,291,0,00050005,00000001,00010001,00000050
292,292,0,00050005,00000001,00010001,00000050
293,293,0,00050005,00000001,00010001,00000050
294,294,0,00050005,00000001,00010001,00000050
295,295,0,00050005,00000001,00010001,00000050
296,296,0,00050005,00000001,00010001,00000050
297,297,0,00050005,00000001,00010001,00000050
298,298,0,00050005,00000001,00010001,00000050
299,299,0,00050005,00000001,00010001,00000050
300,300,0,00050005,00000001,00010001,00000050
301,301,0,00050005,00000001,00010001,00000050
302,302,0,00050005,00000001,00010001,00000050
303,303,0,00050005,00000001,00010001,00000050
304,304,0,00050005,00000001,00010001,00000050
305,305,0,00050005,00000001,00010001,00000050
306,306,0,00050005,00000001,00010001,00000050
307,307,0,00050005,00000001,00010001,00000050
308,308,0,00050005,00000001,00010001,00000050
309,309,0,00050005,00000001,00010001,00000050
310,310,0,00050005,00000001,00010001,00000050
311,311,0,00050005,00000001,00010001,00000050
312,312,0,00050005,00000001,00010001,00000050
313,313,0,00050005,00000001,00010001,00000050
314,314,0,00050005,00000001,00010001,00000050
315,315,0,00050005,00000001,00010001,00000050
316,316,0,00050005,00000001,00010001,00000050
317,317,0,00050005,00000001,00010001,00000050
318,318,0,00050005,00000001,00010001,00000050
319,319,0,00050005,00000001,00010001,00000050
320,320,0,00050005,00000001,00010001,00000050
321,321,0,00050005,00000001,00010001,00000050
322,322,0,00050005,00000001,00010001,00000050
323,323,0,00050005,00000001,00010001,00000050
324,324,0,00050005,00000001,00010001,00000050
325,325,0,00050005,00000001,00010001,00000050
326,326,0,00050005,00000001,00010001,00000050
327,327,0,00050005,00000001,00010001,00000050
328,328,0,00050005,00000001,00010001,00000050
329,329,0,00050005,00000001,00010001,00000050
330,330,0,00050005,00000001,00010001,00000050
331,331,0,00050005,00000001,00010001,00000050
332,332,0,00050005,00000001,00010001,00000050
333,333,0,00050005,00000001,00010001,00000050
334,334,0,00050005,00000001,00010001,00000050
335,335,0,00050005,00000001,00010001,00000050
336,336,0,00050005,00000001,00010001,00000050
337,337,0,00050005,00000001,00010001,00000050
338,338,0,00050005,00000001,00010001,00000050
339,339,0,00050005,00000001,00010001,00000050
340,340,0,00050005,00000001,00010001,00000050
341,341,0,00050005,00000001,00010001,00000050
342,342,0,00050005,00000001,00010001,00000050
343,343,0,00050005,00000001,00010001,00000050
344,344,0,00050005,00000001,00010001,00000050
345,345,0,00050005,00000001,00010001,00000050
346,346,0,00050005,00000001,00010001,00000050
347,347,0,00050005,00000001,00010001,00000050
348,348,0,00050005,00000001,00010001,00000050
349,349,0,00050005,00000001,00010001,00000050
350,350,0,00050005,00000001,00010001,00000050
351,351,0,00050005,00000001,00010001,00000050
352,352,0,00050005,00000001,00010001,00000050
353,353,0,00050005,00000001,00010001,00000050
354,354,0,00050005,00000001,00010001,00000050
355,355,0,00050005,00000001,00010001,00000050
356,356,0,00050005,00000001,00010001,00000050
357,357,0,00050005,00000001,00010001,00000050
358,358,0,00050005,00000001,00010001,00000050
359,359,0,00050005,00000001,00010001,00000050
360,360,0,00050005,00000001,00010001,00000050
361,361,0,00050005,00000001,00010001,00000050
362,362,0,00050005,00000001,00010001,00000050
363,363,0,00050005,00000001,00010001,00000050
364,364,0,00050005,00000001,00010001,00000050
365,365,0,00050005,00000001,00010001,00000050
366,366,0,00050005,00000001,00010001,00000050
367,367,0,00050005,00000001,00010001,00000050
368,368,0,00050005,00000001,00010001,00000050
369,369,0,00050005,00000001,00010001,00000050
370,370,0,00050005,00000001,00010001,00000050
371,371,0,00050005,00000001,00010001,00000050
372,372,0,00050005,00000001,00010001,00000050
373,373,0,00050005,00000001,00010001,00000050
374,374,0,00050005,00000001,00010001,00000050
375,375,0,00050005,00000001,00010001,00000050
376,376,0,00050005,00000001,00010001,00000050
377,377,0,00050005,00000001,00010001,00000050
378,378,0,00050005,00000001,00010001,00000050
379,379,0,00050005,00000001,00010001,00000050
380,380,0,00050005,00000001,00010001,00000050
381,381,0,00050005,00000001,00010001,00000050
382,382,0,00050005,00000001,00010001,00000050
383,383,0,00050005,00000001,00010001,00000050
384,384,0,00050005,00000001,00010001,00000050
385,385,0,00050005,00000001,00010001,00000050
386,386,0,00050005,00000001,00010001,00000050
387,387,0,00050005,00000001,00010001,00000050
388,388,0,00050005,00000001,00010001,00000050
389,389,0,00050005,00000001,00010001,00000050
390,390,0,00050005,00000001,00010001,00000050
391,391,0,00050005,00000001,00010001,00000050
392,392,0,00050005,00000001,00010001,00000050
393,393,0,00050005,00000001,00010001,00000050
394,394,0,00050005,00000001,00010001,00000050
395,395,0,00050005,00000001,00010001,00000050
396,396,0,00050005,00000001,00010001,00000050
397,397,0,00050005,00000001,00010001,00000050
398,398,0,00050005,00000001,00010001,00000050
399,399,0,00050005,00000001,00010001,00000050
400,400,0,00050005,00000001,00010001,00000050
401,401,0,00050005,00000001,00010001,00000050
402,402,0,00050005,00000001,00010001,00000050
403,403,0,00050005,00000001,00010001,00000050
404,404,0,00050005,00000001,00010001,00000050
405,405,0,00050005,00000001,00010001,00000050
406,406,0,00050005,00000001,00010001,00000050
407,407,0,00050005,00000001,00010001,00000050
408,408,0,00050005,00000001,00010001,00000050
409,409,0,00050005,00000001,00010001,00000050
410,410,0,00050005,00000001,00010001,00000050
411,411,0,00050005,00000001,00010001,00000050
412,412,0,00050005,00000001,00010001,00000050
413,413,0,00050005,00000001,00010001,00000050
414,414,0,00050005,00000001,00010001,00000050
415,415,0,00050005,00000001,00010001,00000050
416,416,0,00050005,00000001,00010001,00000050
417,417,0,00050005,00000001,00010001,00000050
418,418,0,00050005,00000001,00010001,00000050
419,419,0,00050005,00000001,00010001,00000050
420,420,0,00050005,00000001,00010001,00000050
421,421,0,00050005,00000001,00010001,00000050
422,422,0,00050005,00000001,00010001,00000050
423,423,0,00050005,00000001,00010001,00000050
424,424,0,00050005,00000001,00010001,00000050
425,425,0,00050005,00000001,00010001,00000050
426,426,0,00050005,00000001,00010001,00000050
427,427,0,00050005,00000001,00010001,00000050
428,428,0,00050005,00000001,00010001,00000050
429,429,0,00050005,00000001,00010001,00000050
430,430,0,00050005,00000001,00010001,00000050
431,431,0,00050005,00000001,00010001,00000050
432,432,0,00050005,00000001,00010001,00000050
433,433,0,00050005,00000001,00010001,00000050
434,434,0,00050005,00000001,00010001,00000050
435,435,0,00050005,00000001,00010001,00000050
436,436,0,00050005,00000001,00010001,00000050
437,437,0,00050005,00000001,00010001,00000050
438,438,0,00050005,00000001,00010001,00000050
439,439,0,00050005,00000001,00010001,00000050
440,440,0,00050005,00000001,00010001,00000050
441,441,0,00050005,00000001,00010001,00000050
442,442,0,00050005,00000001,00010001,00000050
443,443,0,00050005,00000001,00010001,00000050
444,444,0,00050005,00000001,00010001,00000050
445,445,0,00050005,00000001,00010001,00000050
446,446,0,00050005,00000001,00010001,00000050
447,447,0,00050005,00000001,00010001,00000050
448,448,0,00050005,00000001,00010001,00000050
449,449,0,00050005,00000001,00010001,00000050
450,450,0,00050005,00000001,00010001,00000050
451,451,0,00050005,00000001,00010001,00000050
452,452,0,00050005,00000001,00010001,00000050
453,453,0,00050005,00000001,00010001,00000050
454,454,0,00050005,00000001,00010001,00000050
455,455,0,00050005,00000001,00010001,00000050
456,456,0,00050005,00000001,00010001,00000050
457,457,0,00050005,00000001,00010001,00000050
458,458,0,00050005,00000001,00010001,00000050
459,459,0,00050005,00000001,00010001,00000050
460,460,0,00050005,00000001,00010001,00000050
461,461,0,00050005,00000001,00010001,00000050
462,462,0,00050005,00000001,00010001,00000050
463,463,0,00050005,00000001,00010001,00000050
464,464,0,00050005,00000001,00010001,00000050
465,465,0,00050005,00000001,00010001,00000050
466,466,0,00050005,00000001,00010001,00000050
467,467,0,00050005,00000001,00010001,00000050
468,468,0,00050005,00000001,00010001,00000050
469,469,0,00050005,00000001,00010001,00000050
470,470,0,00050005,00000001,00010001,00000050
471,471,0,00050005,00000001,00010001,00000050
472,472,0,00050005,00000001,00010001,00000050
473,473,0,00050005,00000001,00010001,00000050
474,474,0,00050005,00000001,00010001,00000050
475,475,0,00050005,00000001,00010001,00000050
476,476,0,00050005,00000001,00010001,00000050
477,477,0,00050005,00000001,00010001,00000050
478,478,0,00050005,00000001,00010001,00000050
479,479,0,00050005,00000001,00010001,00000050
480,480,0,00050005,00000001,00010001,00000050
481,481,0,00050005,00000001,00010001,00000050
482,482,0,00050005,00000001,00010001,00000050
483,483,0,00050005,00000001,00010001,00000050
484,484,0,00050005,00000001,00010001,00000050
485,485,0,00050005,00000001,00010001,00000050
486,486,0,00050005,00000001,00010001,00000050
487,487,0,00050005,00000001,00010001,00000050
488,488,0,00050005,00000001,00010001,00000050
489,489,0,00050005,00000001,00010001,00000050
490,490,0,00050005,00000001,00010001,00000050
491,491,0,00050005,00000001,00010001,00000050
492,492,0,00050005,00000001,00010001,00000050
493,493,0,00050005,00000001,00010001,00000050
494,494,0,00050005,00000001,00010001,00000050
495,495,0,00050005,00000001,00010001,00000050
496,496,0,00050005,00000001,00010001,00000050
497,497,0,00050005,00000001,00010001,00000050
498,498,0,00050005,00000001,00010001,00000050
499,499,0,00050005,00000001,00010001,00000050
500,500,0,00050005,00000001,00010001,00000050
501,501,0,00050005,00000001,00010001,00000050
502,502,0,00050005,00000001,00010001,00000050
503,503,0,00050005,00000001,00010001,00000050
504,504,0,00050005,00000001,00010001,00000050
505,505,0,00050005,00000001,00010001,00000050
506,506,0,00050005,00000001,00010001,00000050
507,507,0,00050005,00000001,00010001,00000050
508,508,0,00050005,00000001,00010001,00000050
509,509,0,00050005,00000001,00010001,00000050
510,510,0,00050005,00000001,00010001,00000050
511,511,0,00050005,00000001,00010001,00000050
512,512,1,00050005,00000001,00010001,00000050
513,513,0,00050005,00000001,00010001,00000050
514,514,0,00050005,00000001,00010001,00000050
515,515,0,00050005,00000001,00010001,00000050
516,516,0,00050005,00000001,00010001,00000050
517,517,0,00050005,00000001,00010001,00000050
518,518,0,00050005,00000001,00010001,00000050
519,519,0,00050005,00000001,00010001,00000050
520,520,0,00050005,00000001,00010001,00000050
521,521,0,00050005,00000001,00010001,00000050
522,522,0,00050005,00000001,00010001,00000050
523,523,0,00050005,00000001,00010001,00000050
524,524,0,00050005,00000001,00010001,00000050
525,525,0,00050005,00000001,00010001,00000050
526,526,0,00050005,00000001,00010001,00000050
527,527,0,00050005,00000001,00010001,00000050
528,528,0,00050005,00000001,00010001,00000050
529,529,0,00050005,00000001,00010001,00000050
530,530,0,00050005,00000001,00010001,00000050
531,531,0,00050005,00000001,00010001,00000050
532,532,0,00050005,00000001,00010001,00000050
533,533,0,00050005,00000001,00010001,00000050
534,534,0,00050005,00000001,00010001,00000050
535,535,0,00050005,00000001,00010001,00000050
536,536,0,00050005,00000001,00010001,00000050
537,537,0,00050005,00000001,00010001,00000050
538,538,0,00050005,00000001,00010001,00000050
539,539,0,00050005,00000001,00010001,00000050
540,540,0,00050005,00000001,00010001,00000050
541,541,0,00050005,00000001,00010001,00000050
542,542,0,00050005,00000001,00010001,00000050
543,543,0,00050005,00000001,00010001,00000050
544,544,0,00050005,00000001,00010001,00000050
545,545,0,00050005,00000001,00010001,00000050
546,546,0,00050005,00000001,00010001,00000050
547,547,0,00050005,00000001,00010001,00000050
548,548,0,00050005,00000001,00010001,00000050
549,549,0,00050005,00000001,00010001,00000050
550,550,0,00050005,00000001,00010001,00000050
551,551,0,00050005,00000001,00010001,00000050
552,552,0,00050005,00000001,00010001,00000050
553,553,0,00050005,00000001,00010001,00000050
554,554,0,00050005,00000001,00010001,00000050
555,555,0,00050005,00000001,00010001,00000050
556,556,0,00050005,00000001,00010001,00000050
557,557,0,00050005,00000001,00010001,00000050
558,558,0,00050005,00000001,00010001,00000050
559,559,0,00050005,00000001,00010001,00000050
560,560,0,00050005,00000001,00010001,00000050
561,561,0,00050005,00000001,00010001,00000050
562,562,0,00050005,00000001,00010001,00000050
563,563,0,00050005,00000001,00010001,00000050
564,564,0,00050005,00000001,00010001,00000050
565,565,0,00050005,00000001,00010001,00000050
566,566,0,00050005,00000001,00010001,00000050
567,567,0,00050005,00000001,00010001,00000050
568,568,0,00050005,00000001,00010001,00000050
569,569,0,00050005,00000001,00010001,00000050
570,570,0,00050005,00000001,00010001,00000050
571,571,0,00050005,00000001,00010001,00000050
572,572,0,00050005,00000001,00010001,00000050
573,573,0,00050005,00000001,00010001,00000050
574,574,0,00050005,00000001,00010001,00000050
575,575,0,00050005,00000001,00010001,00000050
576,576,0,00050005,00000001,00010001,00000050
577,577,0,00050005,00000001,00010001,00000050
578,578,0,00050005,00000001,00010001,00000050
579,579,0,00050005,00000001,00010001,00000050
580,580,0,00050005,00000001,00010001,00000050
581,581,0,00050005,00000001,00010001,00000050
582,582,0,00050005,00000001,00010001,00000050
583,583,0,00050005,00000001,00010001,00000050
584,584,0,00050005,00000001,00010001,00000050
585,585,0,00050005,00000001,00010001,00000050
586,586,0,00050005,00000001,00010001,00000050
587,587,0,00050005,00000001,00010001,00000050
588,588,0,00050005,00000001,00010001,00000050
589,589,0,00050005,00000001,00010001,00000050
590,590,0,00050005,00000001,00010001,00000050
591,591,0,00050005,00000001,00010001,00000050
592,592,0,00050005,00000001,00010001,00000050
593,593,0,00050005,00000001,00010001,00000050
594,594,0,00050005,00000001,00010001,00000050
595,595,0,00050005,00000001,00010001,00000050
596,596,0,00050005,00000001,00010001,00000050
597,597,0,00050005,00000001,00010001,00000050
598,598,0,00050005,00000001,00010001,00000050
599,599,0,00050005,00000001,00010001,00000050
600,600,0,00050005,00000001,00010001,00000050
601,601,0,00050005,00000001,00010001,00000050
602,602,0,00050005,00000001,00010001,00000050
603,603,0,00050005,00000001,00010001,00000050
604,604,0,00050005,00000001,00010001,00000050
605,605,0,00050005,00000001,00010001,00000050
606,606,0,00050005,00000001,00010001,00000050
607,607,0,00050005,00000001,00010001,00000050
608,608,0,00050005,00000001,00010001,00000050
609,609,0,00050005,00000001,00010001,00000050
610,610,0,00050005,00000001,00010001,00000050
611,611,0,00050005,00000001,00010001,00000050
612,612,0,00050005,00000001,00010001,00000050
613,613,0,00050005,00000001,00010001,00000050
614,614,0,00050005,00000001,00010001,00000050
615,615,0,00050005,00000001,00010001,00000050
616,616,0,00050005,00000001,00010001,00000050
617,617,0,00050005,00000001,00010001,00000050
618,618,0,00050005,00000001,00010001,00000050
619,619,0,00050005,00000001,00010001,00000050
620,620,0,00050005,00000001,00010001,00000050
621,621,0,00050005,00000001,00010001,00000050
