Sample in Buffer,Sample in Window,TRIGGER,pcie/design_1_i/myip_0_slv_reg0[31:0],pcie/design_1_i/myip_0_slv_reg1[31:0],pcie/design_1_i/to_slv_reg2_0_1[31:0],pcie/design_1_i/to_slv_reg3_0_1[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
596,596,0,00000003,00000000,00010001,00000150
597,597,0,00000003,00000000,00010001,00000150
598,598,0,00000003,00000000,00010001,00000150
599,599,0,00000003,00000000,00010001,00000150
600,600,0,00000003,00000000,00010001,00000150
601,601,0,00000003,00000000,00010001,00000150
602,602,0,00000003,00000000,00010001,00000150
603,603,0,00000003,00000000,00010001,00000150
604,604,0,00000003,00000000,00010001,00000150
605,605,0,00000003,00000000,00010001,00000150
606,606,0,00000003,00000000,00010001,00000150
607,607,0,00000003,00000000,00010001,00000150
608,608,0,00000003,00000000,00010001,00000150
609,609,0,00000003,00000000,00010001,00000150
610,610,0,00000003,00000000,00010001,00000150
611,611,0,00000003,00000000,00010001,00000150
612,612,0,00000003,00000000,00010001,00000150
613,613,0,00000003,00000000,00010001,00000150
614,614,0,00000003,00000000,00010001,00000150
615,615,0,00000003,00000000,00010001,00000150
616,616,0,00000003,00000000,00010001,00000150
617,617,0,00000003,00000000,00010001,00000150
618,618,0,00000003,00000000,00010001,00000150
619,619,0,00000003,00000000,00010001,00000150
620,620,0,00000003,00000000,00010001,00000150
621,621,0,00000003,00000000,00010001,00000150
622,622,0,00000003,00000000,00010001,00000150
623,623,0,00000003,00000000,00010001,00000150
624,624,0,00000003,00000000,00010001,00000150
625,625,0,00000003,00000000,00010001,00000150
626,626,0,00000003,00000000,00010001,00000150
627,627,0,00000003,00000000,00010001,00000150
628,628,0,00000003,00000000,00010001,00000150
629,629,0,00000003,00000000,00010001,00000150
630,630,0,00000003,00000000,00010001,00000150
631,631,0,00000003,00000000,00010001,00000150
632,632,0,00000003,00000000,00010001,00000150
633,633,0,00000003,00000000,00010001,00000150
634,634,0,00000003,00000000,00010001,00000150
635,635,0,00000003,00000000,00010001,00000150
636,636,0,00000003,00000000,00010001,00000150
637,637,0,00000003,00000000,00010001,00000150
638,638,0,00000003,00000000,00010001,00000150
639,639,0,00000003,00000000,00010001,00000150
640,640,0,00000003,00000000,00010001,00000150
641,641,0,00000003,00000000,00010001,00000150
642,642,0,00000003,00000000,00010001,00000150
643,643,0,00000003,00000000,00010001,00000150
644,644,0,00000003,00000000,00010001,00000150
645,645,0,00000003,00000000,00010001,00000150
646,646,0,00000003,00000000,00010001,00000150
647,647,0,00000003,00000000,00010001,00000150
648,648,0,00000003,00000000,00010001,00000150
649,649,0,00000003,00000000,00010001,00000150
650,650,0,00000003,00000000,00010001,00000150
651,651,0,00000003,00000000,00010001,00000150
652,652,0,00000003,00000000,00010001,00000150
653,653,0,00000003,00000000,00010001,00000150
654,654,0,00000003,00000000,00010001,00000150
655,655,0,00000003,00000000,00010001,00000150
656,656,0,00000003,00000000,00010001,00000150
657,657,0,00000003,00000000,00010001,00000150
658,658,0,00000003,00000000,00010001,00000150
659,659,0,00000003,00000000,00010001,00000150
660,660,0,00000003,00000000,00010001,00000150
661,661,0,00000003,00000000,00010001,00000150
662,662,0,00000003,00000000,00010001,00000150
663,663,0,00000003,00000000,00010001,00000150
664,664,0,00000003,00000000,00010001,00000150
665,665,0,00000003,00000000,00010001,00000150
666,666,0,00000003,00000000,00010001,00000150
667,667,0,00000003,00000000,00010001,00000150
668,668,0,00000003,00000000,00010001,00000150
669,669,0,00000003,00000000,00010001,00000150
670,670,0,00000003,00000000,00010001,00000150
671,671,0,00000003,00000000,00010001,00000150
672,672,0,00000003,00000000,00010001,00000150
673,673,0,00000003,00000000,00010001,00000150
674,674,0,00000003,00000000,00010001,00000150
675,675,0,00000003,00000000,00010001,00000150
676,676,0,00000003,00000000,00010001,00000150
677,677,0,00000003,00000000,00010001,00000150
678,678,0,00000003,00000000,00010001,00000150
679,679,0,00000003,00000000,00010001,00000150
680,680,0,00000003,00000000,00010001,00000150
681,681,0,00000003,00000000,00010001,00000150
682,682,0,00000003,00000000,00010001,00000150
683,683,0,00000003,00000000,00010001,00000150
684,684,0,00000003,00000000,00010001,00000150
685,685,0,00000003,00000000,00010001,00000150
686,686,0,00000003,00000000,00010001,00000150
687,687,0,00000003,00000000,00010001,00000150
688,688,0,00000003,00000000,00010001,00000150
689,689,0,00000003,00000000,00010001,00000150
690,690,0,00000003,00000000,00010001,00000150
691,691,0,00000003,00000000,00010001,00000150
692,692,0,00000003,00000000,00010001,00000150
693,693,0,00000003,00000000,00010001,00000150
694,694,0,00000003,00000000,00010001,00000150
695,695,0,00000003,00000000,00010001,00000150
696,696,0,00000003,00000000,00010001,00000150
697,697,0,00000003,00000000,00010001,00000150
698,698,0,00000003,00000000,00010001,00000150
699,699,0,00000003,00000000,00010001,00000150
700,700,0,00000003,00000000,00010001,00000150
701,701,0,00000003,00000000,00010001,00000150
702,702,0,00000003,00000000,00010001,00000150
703,703,0,00000003,00000000,00010001,00000150
704,704,0,00000003,00000000,00010001,00000150
705,705,0,00000003,00000000,00010001,00000150
706,706,0,00000003,00000000,00010001,00000150
707,707,0,00000003,00000000,00010001,00000150
708,708,0,00000003,00000000,00010001,00000150
709,709,0,00000003,00000000,00010001,00000150
710,710,0,00000003,00000000,00010001,00000150
711,711,0,00000003,00000000,00010001,00000150
712,712,0,00000003,00000000,00010001,00000150
713,713,0,00000003,00000000,00010001,00000150
714,714,0,00000003,00000000,00010001,00000150
715,715,0,00000003,00000000,00010001,00000150
716,716,0,00000003,00000000,00010001,00000150
717,717,0,00000003,00000000,00010001,00000150
718,718,0,00000003,00000000,00010001,00000150
719,719,0,00000003,00000000,00010001,00000150
720,720,0,00000003,00000000,00010001,00000150
721,721,0,00000003,00000000,00010001,00000150
722,722,0,00000003,00000000,00010001,00000150
723,723,0,00000003,00000000,00010001,00000150
724,724,0,00000003,00000000,00010001,00000150
725,725,0,00000003,00000000,00010001,00000150
726,726,0,00000003,00000000,00010001,00000150
727,727,0,00000003,00000000,00010001,00000150
728,728,0,00000003,00000000,00010001,00000150
729,729,0,00000003,00000000,00010001,00000150
730,730,0,00000003,00000000,00010001,00000150
731,731,0,00000003,00000000,00010001,00000150
732,732,0,00000003,00000000,00010001,00000150
733,733,0,00000003,00000000,00010001,00000150
734,734,0,00000003,00000000,00010001,00000150
735,735,0,00000003,00000000,00010001,00000150
736,736,0,00000003,00000000,00010001,00000150
737,737,0,00000003,00000000,00010001,00000150
738,738,0,00000003,00000000,00010001,00000150
739,739,0,00000003,00000000,00010001,00000150
740,740,0,00000003,00000000,00010001,00000150
741,741,0,00000003,00000000,00010001,00000150
742,742,0,00000003,00000000,00010001,00000150
743,743,0,00000003,00000000,00010001,00000150
744,744,0,00000003,00000000,00010001,00000150
745,745,0,00000003,00000000,00010001,00000150
746,746,0,00000003,00000000,00010001,00000150
747,747,0,00000003,00000000,00010001,00000150
748,748,0,00000003,00000000,00010001,00000150
749,749,0,00000003,00000000,00010001,00000150
750,750,0,00000003,00000000,00010001,00000150
751,751,0,00000003,00000000,00010001,00000150
752,752,0,00000003,00000000,00010001,00000150
753,753,0,00000003,00000000,00010001,00000150
754,754,0,00000003,00000000,00010001,00000150
755,755,0,00000003,00000000,00010001,00000150
756,756,0,00000003,00000000,00010001,00000150
757,757,0,00000003,00000000,00010001,00000150
758,758,0,00000003,00000000,00010001,00000150
759,759,0,00000003,00000000,00010001,00000150
760,760,0,00000003,00000000,00010001,00000150
761,761,0,00000003,00000000,00010001,00000150
762,762,0,00000003,00000000,00010001,00000150
763,763,0,00000003,00000000,00010001,00000150
764,764,0,00000003,00000000,00010001,00000150
765,765,0,00000003,00000000,00010001,00000150
766,766,0,00000003,00000000,00010001,00000150
767,767,0,00000003,00000000,00010001,00000150
768,768,0,00000003,00000000,00010001,00000150
769,769,0,00000003,00000000,00010001,00000150
770,770,0,00000003,00000000,00010001,00000150
771,771,0,00000003,00000000,00010001,00000150
772,772,0,00000003,00000000,00010001,00000150
773,773,0,00000003,00000000,00010001,00000150
774,774,0,00000003,00000000,00010001,00000150
775,775,0,00000003,00000000,00010001,00000150
776,776,0,00000003,00000000,00010001,00000150
777,777,0,00000003,00000000,00010001,00000150
778,778,0,00000003,00000000,00010001,00000150
779,779,0,00000003,00000000,00010001,00000150
780,780,0,00000003,00000000,00010001,00000150
781,781,0,00000003,00000000,00010001,00000150
782,782,0,00000003,00000000,00010001,00000150
783,783,0,00000003,00000000,00010001,00000150
784,784,0,00000003,00000000,00010001,00000150
785,785,0,00000003,00000000,00010001,00000150
786,786,0,00000003,00000000,00010001,00000150
787,787,0,00000003,00000000,00010001,00000150
788,788,0,00000003,00000000,00010001,00000150
789,789,0,00000003,00000000,00010001,00000150
790,790,0,00000003,00000000,00010001,00000150
791,791,0,00000003,00000000,00010001,00000150
792,792,0,00000003,00000000,00010001,00000150
793,793,0,00000003,00000000,00010001,00000150
794,794,0,00000003,00000000,00010001,00000150
795,795,0,00000003,00000000,00010001,00000150
796,796,0,00000003,00000000,00010001,00000150
797,797,0,00000003,00000000,00010001,00000150
798,798,0,00000003,00000000,00010001,00000150
799,799,0,00000003,00000000,00010001,00000150
800,800,0,00000003,00000000,00010001,00000150
801,801,0,00000003,00000000,00010001,00000150
802,802,0,00000003,00000000,00010001,00000150
803,803,0,00000003,00000000,00010001,00000150
804,804,0,00000003,00000000,00010001,00000150
805,805,0,00000003,00000000,00010001,00000150
806,806,0,00000003,00000000,00010001,00000150
807,807,0,00000003,00000000,00010001,00000150
808,808,0,00000003,00000000,00010001,00000150
809,809,0,00000003,00000000,00010001,00000150
810,810,0,00000003,00000000,00010001,00000150
811,811,0,00000003,00000000,00010001,00000150
812,812,0,00000003,00000000,00010001,00000150
813,813,0,00000003,00000000,00010001,00000150
814,814,0,00000003,00000000,00010001,00000150
815,815,0,00000003,00000000,00010001,00000150
816,816,0,00000003,00000000,00010001,00000150
817,817,0,00000003,00000000,00010001,00000150
818,818,0,00000003,00000000,00010001,00000150
819,819,0,00000003,00000000,00010001,00000150
820,820,0,00000003,00000000,00010001,00000150
821,821,0,00000003,00000000,00010001,00000150
822,822,0,00000003,00000000,00010001,00000150
823,823,0,00000003,00000000,00010001,00000150
824,824,0,00000003,00000000,00010001,00000150
825,825,0,00000003,00000000,00010001,00000150
826,826,0,00000003,00000000,00010001,00000150
827,827,0,00000003,00000000,00010001,00000150
828,828,0,00000003,00000000,00010001,00000150
829,829,0,00000003,00000000,00010001,00000150
830,830,0,00000003,00000000,00010001,00000150
831,831,0,00000003,00000000,00010001,00000150
832,832,0,00000003,00000000,00010001,00000150
833,833,0,00000003,00000000,00010001,00000150
834,834,0,00000003,00000000,00010001,00000150
835,835,0,00000003,00000000,00010001,00000150
836,836,0,00000003,00000000,00010001,00000150
837,837,0,00000003,00000000,00010001,00000150
838,838,0,00000003,00000000,00010001,00000150
839,839,0,00000003,00000000,00010001,00000150
840,840,0,00000003,00000000,00010001,00000150
841,841,0,00000003,00000000,00010001,00000150
842,842,0,00000003,00000000,00010001,00000150
843,843,0,00000003,00000000,00010001,00000150
844,844,0,00000003,00000000,00010001,00000150
845,845,0,00000003,00000000,00010001,00000150
846,846,0,00000003,00000000,00010001,00000150
847,847,0,00000003,00000000,00010001,00000150
848,848,0,00000003,00000000,00010001,00000150
849,849,0,00000003,00000000,00010001,00000150
850,850,0,00000003,00000000,00010001,00000150
851,851,0,00000003,00000000,00010001,00000150
852,852,0,00000003,00000000,00010001,00000150
853,853,0,00000003,00000000,00010001,00000150
854,854,0,00000003,00000000,00010001,00000150
855,855,0,00000003,00000000,00010001,00000150
856,856,0,00000003,00000000,00010001,00000150
857,857,0,00000003,00000000,00010001,00000150
858,858,0,00000003,00000000,00010001,00000150
859,859,0,00000003,00000000,00010001,00000150
860,860,0,00000003,00000000,00010001,00000150
861,861,0,00000003,00000000,00010001,00000150
862,862,0,00000003,00000000,00010001,00000150
863,863,0,00000003,00000000,00010001,00000150
864,864,0,00000003,00000000,00010001,00000150
865,865,0,00000003,00000000,00010001,00000150
866,866,0,00000003,00000000,00010001,00000150
867,867,0,00000003,00000000,00010001,00000150
868,868,0,00000003,00000000,00010001,00000150
869,869,0,00000003,00000000,00010001,00000150
870,870,0,00000003,00000000,00010001,00000150
871,871,0,00000003,00000000,00010001,00000150
872,872,0,00000003,00000000,00010001,00000150
873,873,0,00000003,00000000,00010001,00000150
874,874,0,00000003,00000000,00010001,00000150
875,875,0,00000003,00000000,00010001,00000150
876,876,0,00000003,00000000,00010001,00000150
877,877,0,00000003,00000000,00010001,00000150
878,878,0,00000003,00000000,00010001,00000150
879,879,0,00000003,00000000,00010001,00000150
880,880,0,00000003,00000000,00010001,00000150
881,881,0,00000003,00000000,00010001,00000150
882,882,0,00000003,00000000,00010001,00000150
883,883,0,00000003,00000000,00010001,00000150
884,884,0,00000003,00000000,00010001,00000150
885,885,0,00000003,00000000,00010001,00000150
886,886,0,00000003,00000000,00010001,00000150
887,887,0,00000003,00000000,00010001,00000150
888,888,0,00000003,00000000,00010001,00000150
889,889,0,00000003,00000000,00010001,00000150
890,890,0,00000003,00000000,00010001,00000150
891,891,0,00000003,00000000,00010001,00000150
892,892,0,00000003,00000000,00010001,00000150
893,893,0,00000003,00000000,00010001,00000150
894,894,0,00000003,00000000,00010001,00000150
895,895,0,00000003,00000000,00010001,00000150
896,896,0,00000003,00000000,00010001,00000150
897,897,0,00000003,00000000,00010001,00000150
898,898,0,00000003,00000000,00010001,00000150
899,899,0,00000003,00000000,00010001,00000150
900,900,0,00000003,00000000,00010001,00000150
901,901,0,00000003,00000000,00010001,00000150
902,902,0,00000003,00000000,00010001,00000150
903,903,0,00000003,00000000,00010001,00000150
904,904,0,00000003,00000000,00010001,00000150
905,905,0,00000003,00000000,00010001,00000150
906,906,0,00000003,00000000,00010001,00000150
907,907,0,00000003,00000000,00010001,00000150
908,908,0,00000003,00000000,00010001,00000150
909,909,0,00000003,00000000,00010001,00000150
910,910,0,00000003,00000000,00010001,00000150
911,911,0,00000003,00000000,00010001,00000150
912,912,0,00000003,00000000,00010001,00000150
913,913,0,00000003,00000000,00010001,00000150
914,914,0,00000003,00000000,00010001,00000150
915,915,0,00000003,00000000,00010001,00000150
916,916,0,00000003,00000000,00010001,00000150
917,917,0,00000003,00000000,00010001,00000150
918,918,0,00000003,00000000,00010001,00000150
919,919,0,00000003,00000000,00010001,00000150
920,920,0,00000003,00000000,00010001,00000150
921,921,0,00000003,00000000,00010001,00000150
922,922,0,00000003,00000000,00010001,00000150
923,923,0,00000003,00000000,00010001,00000150
924,924,0,00000003,00000000,00010001,00000150
925,925,0,00000003,00000000,00010001,00000150
926,926,0,00000003,00000000,00010001,00000150
927,927,0,00000003,00000000,00010001,00000150
928,928,0,00000003,00000000,00010001,00000150
929,929,0,00000003,00000000,00010001,00000150
930,930,0,00000003,00000000,00010001,00000150
931,931,0,00000003,00000000,00010001,00000150
932,932,0,00000003,00000000,00010001,00000150
933,933,0,00000003,00000000,00010001,00000150
934,934,0,00000003,00000000,00010001,00000150
935,935,0,00000003,00000000,00010001,00000150
936,936,0,00000003,00000000,00010001,00000150
937,937,0,00000003,00000000,00010001,00000150
938,938,0,00000003,00000000,00010001,00000150
939,939,0,00000003,00000000,00010001,00000150
940,940,0,00000003,00000000,00010001,00000150
941,941,0,00000003,00000000,00010001,00000150
942,942,0,00000003,00000000,00010001,00000150
943,943,0,00000003,00000000,00010001,00000150
944,944,0,00000003,00000000,00010001,00000150
945,945,0,00000003,00000000,00010001,00000150
946,946,0,00000003,00000000,00010001,00000150
947,947,0,00000003,00000000,00010001,00000150
948,948,0,00000003,00000000,00010001,00000150
949,949,0,00000003,00000000,00010001,00000150
950,950,0,00000003,00000000,00010001,00000150
951,951,0,00000003,00000000,00010001,00000150
952,952,0,00000003,00000000,00010001,00000150
953,953,0,00000003,00000000,00010001,00000150
954,954,0,00000003,00000000,00010001,00000150
955,955,0,00000003,00000000,00010001,00000150
956,956,0,00000003,00000000,00010001,00000150
957,957,0,00000003,00000000,00010001,00000150
958,958,0,00000003,00000000,00010001,00000150
959,959,0,00000003,00000000,00010001,00000150
960,960,0,00000003,00000000,00010001,00000150
961,961,0,00000003,00000000,00010001,00000150
962,962,0,00000003,00000000,00010001,00000150
963,963,0,00000003,00000000,00010001,00000150
964,964,0,00000003,00000000,00010001,00000150
965,965,0,00000003,00000000,00010001,00000150
966,966,0,00000003,00000000,00010001,00000150
967,967,0,00000003,00000000,00010001,00000150
968,968,0,00000003,00000000,00010001,00000150
969,969,0,00000003,00000000,00010001,00000150
970,970,0,00000003,00000000,00010001,00000150
971,971,0,00000003,00000000,00010001,00000150
972,972,0,00000003,00000000,00010001,00000150
973,973,0,00000003,00000000,00010001,00000150
974,974,0,00000003,00000000,00010001,00000150
975,975,0,00000003,00000000,00010001,00000150
976,976,0,00000003,00000000,00010001,00000150
977,977,0,00000003,00000000,00010001,00000150
978,978,0,00000003,00000000,00010001,00000150
979,979,0,00000003,00000000,00010001,00000150
980,980,0,00000003,00000000,00010001,00000150
981,981,0,00000003,00000000,00010001,00000150
982,982,0,00000003,00000000,00010001,00000150
983,983,0,00000003,00000000,00010001,00000150
984,984,0,00000003,00000000,00010001,00000150
985,985,0,00000003,00000000,00010001,00000150
986,986,0,00000003,00000000,00010001,00000150
987,987,0,00000003,00000000,00010001,00000150
988,988,0,00000003,00000000,00010001,00000150
989,989,0,00000003,00000000,00010001,00000150
990,990,0,00000003,00000000,00010001,00000150
991,991,0,00000003,00000000,00010001,00000150
992,992,0,00000003,00000000,00010001,00000150
993,993,0,00000003,00000000,00010001,00000150
994,994,0,00000003,00000000,00010001,00000150
995,995,0,00000003,00000000,00010001,00000150
996,996,0,00000003,00000000,00010001,00000150
997,997,0,00000003,00000000,00010001,00000150
998,998,0,00000003,00000000,00010001,00000150
999,999,0,00000003,00000000,00010001,00000150
1000,1000,0,00000003,00000000,00010001,00000150
1001,1001,0,00000003,00000000,00010001,00000150
1002,1002,0,00000003,00000000,00010001,00000150
1003,1003,0,00000003,00000000,00010001,00000150
1004,1004,0,00000003,00000000,00010001,00000150
1005,1005,0,00000003,00000000,00010001,00000150
1006,1006,0,00000003,00000000,00010001,00000150
1007,1007,0,00000003,00000000,00010001,00000150
1008,1008,0,00000003,00000000,00010001,00000150
1009,1009,0,00000003,00000000,00010001,00000150
1010,1010,0,00000003,00000000,00010001,00000150
1011,1011,0,00000003,00000000,00010001,00000150
1012,1012,0,00000003,00000000,00010001,00000150
1013,1013,0,00000003,00000000,00010001,00000150
1014,1014,0,00000003,00000000,00010001,00000150
1015,1015,0,00000003,00000000,00010001,00000150
1016,1016,0,00000003,00000000,00010001,00000150
1017,1017,0,00000003,00000000,00010001,00000150
1018,1018,0,00000003,00000000,00010001,00000150
1019,1019,0,00000003,00000000,00010001,00000150
1020,1020,0,00000003,00000000,00010001,00000150
1021,1021,0,00000003,00000000,00010001,00000150
1022,1022,0,00000003,00000000,00010001,00000150
1023,1023,0,00000003,00000000,00010001,00000150
